Id,Url,ImageUrl,Name,Symbol,CoinName,FullName,Algorithm,ProofType,FullyPremined,TotalCoinSupply,BuiltOn,SmartContractAddress,PreMinedValue,TotalCoinsFreeFloat,SortOrder,Sponsored,IsTrading,TotalCoinsMined,BlockNumber,NetHashesPerSecond,BlockReward,BlockTime
926758,/coins/carat/overview,/media/35264227/carat.png,CARAT,CARAT,Carats Token,Carats Token (CARAT),N/A,N/A,0,2000000,7605,0x19ea630bcbc1a511a16e65b6ecd447c92e1c087c,N/A,N/A,3579,False,False,2000000.0,0.0,0,0.0,0.0
21382,/coins/carbon/overview,/media/351017/carbon.png,CARBON,CARBON,Carboncoin,Carboncoin (CARBON),Scrypt,PoW,0,N/A,N/A,N/A,N/A,N/A,614,False,True,15392022488.8439,0.0,0,0.0,0.0
922018,/coins/card/overview,/media/34477813/card.png,CARD,CARD,Cardstack,Cardstack (CARD),N/A,N/A,0,6000000000,7605,0xb07ec2c28834b889b1ce527ca0f19364cd38935c,N/A,N/A,3071,False,True,6000000000.0,0.0,0,0.0,0.0
867550,/coins/care/overview,/media/30002297/care.jpg,CARE,CARE,Carebit,Carebit (CARE),Quark,PoW/PoS,0,200000000,N/A,N/A,N/A,N/A,2664,False,True,124547773.562175,446147.0,14938552727945,0.0,1.0
760878,/coins/carestar/overview,/media/27010669/care.png,CARE*,CARE*,Care Token,Care Token (CARE*),N/A,N/A,0,10000000 ,7605,0x438e5832E9DBbD48bF30055107c4Ec0d05544Ee5,N/A,N/A,2243,False,False,10000000.0,0.0,0,0.0,0.0
319254,/coins/cas/overview,/media/12318148/cas.png,CAS,CAS,Cashaa,Cashaa (CAS),N/A,N/A,0,1000000000,7605,0xe8780b48bdb05f928697a5e8155f672ed91462f7,N/A,N/A,1625,False,True,1000000000.0,0.0,0,0.0,0.0
4409,/coins/cash/overview,/media/20016/cash.png,CASH,CASH,CashCoin,CashCoin (CASH),Scrypt,PoW/PoS,0,47433600,N/A,N/A,N/A,N/A,78,False,True,55801357.541024,2604256.0,990503794,0.0,0.0
222436,/coins/cashstar/overview,/media/1384020/cpp.png,CASH*,CASH*,Cash Poker Pro,Cash Poker Pro (CASH*),N/A,N/A,0,N/A,7605,N/A,N/A,N/A,1464,False,False,,,,,
194567,/coins/catstar/overview,/media/1383848/bcat1.png,CAT*,CAT,BlockCAT,BlockCAT (CAT*),N/A,N/A,0,9200151.38980767339651393,7605,0x56ba2ee7890461f463f7be02aac3099f6d5811a8,N/A,N/A,1384,False,True,9200151.38980767,0.0,0,0.0,0.0
185689,/coins/cat/overview,/media/20780714/cat.png,CAT,CAT*,BitClave,BitClave (CAT),N/A,N/A,0,2000000000,7605,0x1234567461d3f8db7496581774bd869c83d51c93,N/A,N/A,1347,False,True,2000000000.0,0.0,0,0.0,0.0
4410,/coins/cat1/overview,/media/19644/cat.png,CAT1,CAT1,Catcoin,Catcoin (CAT1),Scrypt,PoW,0,21000000 ,N/A,N/A,N/A,N/A,79,False,True,7218261.46389058,147381.0,1670747895,0.0,0.0
926389,/coins/catt/overview,/media/34835995/catex.png,CATT,CATT,Catex,Catex (CATT),N/A,N/A,0,3900000000,7605,0x6e605c269e0c92e70beeb85486f1fc550f9380bd,N/A,N/A,3474,False,True,1975516625.0,0.0,0,0.0,0.0
340776,/coins/cav/overview,/media/12318328/cav.png,CAV,CAV,Caviar,Caviar (CAV),N/A,N/A,0,375000000,7605,N/A,N/A,N/A,1700,False,True,,,,,
903690,/coins/cbc/overview,/media/33842951/cbc.jpg,CBC,CBC,CashBet Coin,CashBet Coin (CBC),N/A,N/A,0,430000000,7605,0x26DB5439F651CAF491A87d48799dA81F191bDB6b,N/A,N/A,2848,False,True,430000000.0,0.0,0,0.0,0.0
810719,/coins/cbcstar/overview,/media/30001676/cbc.png,CBC*,CBC*,CashBagCoin,CashBagCoin (CBC*),N/A,N/A,0,367000000,7605,0xf444cd92e09cc8b2a23cd2eecb3c1e4cc8da6958,N/A,N/A,2448,False,False,367000000.0,0.0,0,0.0,0.0
33008,/coins/cbd/overview,/media/351990/cbd.png,CBD,CBD,CBD Crystals,CBD Crystals (CBD),PoS,N/A,0,50000000,N/A,N/A,N/A,N/A,896,False,True,,,,,
927917,/coins/cbp/overview,/media/35309069/combox.png,CBP,CBP,ComBox,ComBox (CBP),N/A,N/A,0,96984643,7605,N/A,N/A,N/A,3769,False,False,,,,,
791176,/coins/cbs/overview,/media/27010945/cbs.png,CBS,CBS,Cerberus,Cerberus (CBS),NeoScrypt,PoW,0,31500000,N/A,N/A,N/A,N/A,2392,False,True,0.0,0.0,0,0.0,120.0
709053,/coins/cbt/overview,/media/25792645/cbt.png,CBT,CBT,CommerceBlock Token,CommerceBlock Token (CBT),N/A,N/A,0,1000000000,7605,0x076C97e1c869072eE22f8c91978C99B4bcB02591,N/A,N/A,2125,False,True,1000000000.0,0.0,0,0.0,0.0
928867,/coins/cbuk/overview,/media/35309636/cbuk.png,CBUK,CBUK,CurveBlock,CurveBlock (CBUK),N/A,N/A,0,500000000,7605,0x38aC71b4F04E9330bCc38590E8F452F4F9f9800b,N/A,N/A,3965,False,False,0.0,0.0,0,0.0,0.0
4411,/coins/cbx/overview,/media/30001996/cbx.png,CBX,CBX,CryptoBullion,CryptoBullion (CBX),Scrypt,PoW/PoS,0,1000000,N/A,N/A,N/A,N/A,80,False,True,1028604.86025262,2750496.0,0,0.0424009999995561,0.0
5367,/coins/cc/overview,/media/20225/cc.png,CC,CC,CyberCoin,CyberCoin (CC),Scrypt,PoW/PoS,0,0,N/A,N/A,N/A,N/A,335,False,True,550279403.105212,0.0,0,0.0,0.0
210595,/coins/ccc/overview,/media/1383980/ccc.png,CCC,CCC,CCCoin,CCCoin (CCC),N/A,N/A,0,2500000,7605,N/A,N/A,N/A,1442,False,True,,,,,
924683,/coins/cccstar/overview,/media/34477899/ccc.jpg,CCC*,CCC*,Blockshipping,Blockshipping (CCC*),N/A,N/A,0,50000000,7605,N/A,N/A,N/A,3117,False,False,,,,,
924982,/coins/cccx/overview,/media/34478063/cccx.png,CCCX,CCCX,Clipper Coin Capital,Clipper Coin Capital (CCCX),N/A,N/A,0,5000000000,7605,0x378903a03fb2c3ac76bb52773e3ce11340377a32,N/A,N/A,3191,False,True,5000000000.0,0.0,0,0.0,0.0
927441,/coins/cci/overview,/media/35284447/cci.png,CCI,CCI,Cyber Capital Invest,Cyber Capital Invest (CCI),N/A,N/A,0,250000000,7605,N/A,N/A,N/A,3696,False,False,,,,,
927439,/coins/ccin/overview,/media/35284446/ccin.png,CCIN,CCIN,Cryptocoin Insurance,Cryptocoin Insurance (CCIN),N/A,N/A,0,100000000,7605,N/A,N/A,N/A,3695,False,False,,,,,
925566,/coins/ccl/overview,/media/34478392/ccl.png,CCL,CCL,CyClean,CyClean (CCL),N/A,N/A,0,4000000000,7605,0x749f35ff65932e68267dd82f6cd85eea735d700e,N/A,N/A,3336,False,True,4000000000.0,0.0,0,0.0,0.0
4412,/coins/ccn/overview,/media/19643/ccn.png,CCN,CCN,CannaCoin,CannaCoin (CCN),Scrypt,PoW,0,13140000,N/A,N/A,N/A,N/A,81,False,True,4703003.74628321,794562.0,0,0.0,0.0
920734,/coins/cco/overview,/media/34477773/cco.png,CCO,CCO,Ccore,Ccore (CCO),N/A,N/A,0,10000000,7605,0x679badc551626e01b23ceecefbc9b877ea18fc46,N/A,N/A,3045,False,True,10000000.0,0.0,0,0.0,0.0
928882,/coins/ccoin/overview,/media/35309645/ccoin.png,CCOIN,CCOIN,Creditcoin,Creditcoin (CCOIN),N/A,N/A,0,100000000,7605,0x5e51f6841d2f188c42c7c33a6a5e77fb05cfbabe,N/A,N/A,3970,False,False,100000000.0,0.0,0,0.0,0.0
542719,/coins/ccos/overview,/media/16746767/ccos.png,CCOS,CCOS,CrowdCoinage,CrowdCoinage (CCOS),N/A,N/A,0,225932484.47554258722908,7605,0x79186ba0fc6fa49fd9db2f0ba34f36f8c24489c7,N/A,N/A,1996,False,True,225932484.475543,0.0,0,0.0,0.0
35818,/coins/ccrb/overview,/media/27011026/ccrb.png,CCRB,CCRB,CryptoCarbon,CryptoCarbon (CCRB),N/A,N/A,0,70000000,7605,0xe4c94d45f7aef7018a5d66f44af780ec6023378e,N/A,N/A,971,False,True,70000000.0,0.0,0,0.0,0.0
301191,/coins/cct/overview,/media/12317979/cct1.png,CCT,CCT,Crystal Clear Token ,Crystal Clear Token  (CCT),N/A,N/A,0,6924060,7605,0x336f646f87d9f6bc6ed42dd46e8b3fd9dbd15c22,N/A,N/A,1574,False,True,6924060.0,0.0,0,0.0,0.0
34851,/coins/ccx/overview,/media/352188/ccx.png,CCX,CCX,CoolDarkCoin,CoolDarkCoin (CCX),Scrypt,PoW/PoS,0,11052632,N/A,N/A,N/A,N/A,952,False,True,,,,,
52015,/coins/cdn/overview,/media/1382763/cdn.png,CDN,CDN,Canada eCoin,Canada eCoin (CDN),Scrypt,PoW,0,100000000 ,N/A,N/A,N/A,N/A,1124,False,True,99781004.1852789,4922872.0,26396774538936,0.0,30.0
927315,/coins/cdp/overview,/media/35284376/cp.png,CDP,CDP,CrowdPrecision,CrowdPrecision (CDP),N/A,N/A,0,3000000000,7605,N/A,N/A,N/A,3650,False,False,,,,,
925095,/coins/cdpt/overview,/media/34478121/cdpt.png,CDPT,CDPT,Creditor Data Platform,Creditor Data Platform (CDPT),N/A,PoA,0,3400000000,7605,N/A,N/A,N/A,3223,False,False,,,,,
926514,/coins/cdrx/overview,/media/34836074/cdrx.png,CDRX,CDRX,CDRX,CDRX (CDRX),N/A,N/A,0,400000000,7605,N/A,N/A,N/A,3500,False,False,,,,,
177139,/coins/cdt/overview,/media/1383699/cdt.png,CDT,CDT,Blox,Blox (CDT),N/A,N/A,0,1000000000,7605,0x177d39ac676ed1c67a2b268ad7f1e58826e5b0af,N/A,N/A,1292,False,True,1000000000.0,0.0,0,0.0,0.0
412267,/coins/cdx/overview,/media/16746425/cdx.png,CDX,CDX,CDX Network ,CDX Network  (CDX),N/A,N/A,0,120000000,7605,0x6fff3806bbac52a20e0d79bc538d527f6a22c96b,N/A,N/A,1903,False,True,120000000.0,0.0,0,0.0,0.0
26113,/coins/cdxstar/overview,/media/351404/cdx.png,CDX*,CDX*,Cryptodex,Cryptodex (CDX*),N/A,N/A,0,100000000,7605,N/A,N/A,N/A,713,False,False,120000000.0,0.0,0,0.0,0.0
771678,/coins/cdy/overview,/media/27010814/bcy.jpg,CDY,CDY,Bitcoin Candy,Bitcoin Candy (CDY),Equihash,PoW,0,21000000000,N/A,N/A,N/A,N/A,2309,False,True,,,,,
797331,/coins/cedex/overview,/media/34478425/cedex.png,CEDEX,CEDEX,CEDEX Coin,CEDEX Coin (CEDEX),N/A,N/A,0,100000000,7605,0xf4065e4477e91C177DED71A7A6fb5ee07DC46BC9,N/A,N/A,2418,False,True,80525599.0,0.0,0,0.0,0.0
853825,/coins/ceek/overview,/media/30002124/ceek.png,CEEK,CEEK,CEEK Smart VR Token,CEEK Smart VR Token (CEEK),N/A,N/A,0,1000000000,7605,0xb056c38f6b7dc4064367403e26424cd2c60655e1,N/A,N/A,2593,False,True,1000000000.0,0.0,0,0.0,0.0
769708,/coins/cefs/overview,/media/27010779/cefs.png,CEFS,CEFS,CryptopiaFeeShares,CryptopiaFeeShares (CEFS),N/A,N/A,1,6300,N/A,N/A,N/A,N/A,2291,False,True,6300.0,0.0,0,0.0,0.0
799472,/coins/cel/overview,/media/27011043/cel.png,CEL,CEL,Celsius Network,Celsius Network (CEL),N/A,N/A,0,650000000,7605,0xaaaebe6fe48e54f431b0c390cfaf0b017d09d42d,N/A,N/A,2420,False,True,700000000.0,0.0,0,0.0,0.0
5297,/coins/cell/overview,/media/20227/cell.png,CELL,CELL,SolarFarm,SolarFarm (CELL),N/A,PoW,1,1000000000,1183,N/A,N/A,N/A,266,False,True,1000000000.0,0.0,0,0.0,0.0
928394,/coins/cen/overview,/media/35309368/cen.jpg,CEN,CEN,Coinsuper Ecosystem Network,Coinsuper Ecosystem Network (CEN),N/A,N/A,0,986090252,7605,0x0bc61dded5f6710c637cf8288eb6058766ce1921,N/A,N/A,3846,False,False,986090252.223577,0.0,0,0.0,0.0
922616,/coins/cennz/overview,/media/34477833/cennz.png,CENNZ,CENNZ,Centrality Token,Centrality Token (CENNZ),N/A,N/A,0,1200000000,7605,0x1122b6a0e00dce0563082b6e2953f3a943855c1f,N/A,N/A,3088,False,False,1200000000.0,0.0,0,0.0,0.0
6104,/coins/cesc/overview,/media/350786/cesc.png,CESC,CESC,Crypto Escudo,Crypto Escudo (CESC),Scrypt,PoW,0,1000000000,N/A,N/A,N/A,N/A,391,False,True,768674100.0,1265506.0,0,200.0,114.0
916813,/coins/cet/overview,/media/30002253/coinex.png,CET,CET,CoinEx token,CoinEx token (CET),N/A,N/A,0,9962146451,N/A,0x081f67afa0ccf8c7b17540767bbe95df2ba8d97f,N/A,N/A,2999,False,True,5905128006.95742,0.0,0,0.0,0.0
925431,/coins/cetstar/overview,/media/34478306/cet.png,CET*,CET*,DICE Money,DICE Money (CET*),N/A,N/A,0,100000000,7605,N/A,N/A,N/A,3309,False,False,,,,,
3644,/coins/ceti/overview,/media/20228/ceti.png,CETI,CETI,CETUS Coin,CETUS Coin (CETI),Scrypt,PoW/PoS,0,0,N/A,N/A,N/A,N/A,24,False,True,,,,,
30119,/coins/cf/overview,/media/351730/cf.png,CF,CF,Californium,Californium (CF),SHA256,PoW,0,2520000,N/A,N/A,N/A,N/A,836,False,True,,,,,
30123,/coins/cfc/overview,/media/351732/cfc.png,CFC,CFC,CoffeeCoin,CoffeeCoin (CFC),PoS,PoS,0,N/A,N/A,N/A,N/A,N/A,838,False,True,148716816.0,0.0,0,0.0,30.0
379232,/coins/cfd/overview,/media/14913552/cfd.png,CFD,CFD,Confido,Confido (CFD),N/A,N/A,0,15000000,7605,0x14839bf22810F09fb163AF69BD21Bd5476F445Cd,N/A,N/A,1826,False,True,15000000.0,0.0,0,0.0,0.0
136984,/coins/cfi/overview,/media/1383567/cfi.png,CFI,CFI,Cofound.it,Cofound.it (CFI),N/A,N/A,0,500000000,7605,0x12fef5e57bf45873cd9b62e9dbd7bfb99e32d73e,N/A,N/A,1263,False,True,500000000.0,0.0,0,0.0,0.0
182258,/coins/cft/overview,/media/1383769/cft.png,CFT,CFT,CryptoForecast,CryptoForecast (CFT),N/A,N/A,0,50000000,22441,N/A,N/A,N/A,1328,False,True,46000000.0,0.0,0,0.0,0.0
241536,/coins/cftstar/overview,/media/9350747/credo.jpg,CFT*,CFT*,Credo,Credo (CFT*),N/A,N/A,0,N/A,N/A,N/A,N/A,N/A,1523,False,False,,,,,
711418,/coins/cfty/overview,/media/25792674/cfty.png,CFTY,CFTY,Crafty,Crafty (CFTY),N/A,N/A,0,10000000000,7605,0x6956983f8b3ce173b4ab84361aa0ad52f38d936f,N/A,N/A,2136,False,True,5134463690.8709,0.0,0,0.0,0.0
20911,/coins/cga/overview,/media/350988/cga.png,CGA,CGA,Cryptographic Anomaly,Cryptographic Anomaly (CGA),Scrypt,PoW,0,10000000000,N/A,N/A,N/A,N/A,588,False,True,,,,,
926651,/coins/cgt/overview,/media/35264163/cgt.png,CGT,CGT,Coingrid,Coingrid (CGT),N/A,N/A,0,100000000,7605,0x87ffc717cc640c75aeb69eb6c4ed327e274d26d4,N/A,N/A,3538,False,True,100000000.0,0.0,0,0.0,0.0
7580,/coins/cha/overview,/media/19986/a3c.png,CHA,CHA,Charity Coin,Charity Coin (CHA),Scrypt,PoW,0,500000,N/A,N/A,N/A,N/A,428,False,True,,,,,
175683,/coins/chan/overview,/media/1383831/chan2.png,CHAN,CHAN,ChanCoin,ChanCoin (CHAN),Cloverhash,PoW,0,30000000,N/A,N/A,N/A,N/A,1286,False,True,15567209.3718257,131346.0,33977207.6738583,0.0,0.0
41974,/coins/chao/overview,/media/1382371/chao.png,CHAO,CHAO,23 Skidoo,23 Skidoo (CHAO),SHA256D,PoW,0,23,N/A,N/A,N/A,N/A,1043,False,True,,,,,
876241,/coins/charm/overview,/media/32655849/charm.jpg,CHARM,CHARM,Charm Coin,Charm Coin (CHARM),NeoScrypt,PoW,0,250000000,N/A,N/A,N/A,N/A,2677,False,True,,,,,
924363,/coins/chart/overview,/media/34477895/chart.jpg,CHART,CHART,BetOnChart,BetOnChart (CHART),N/A,N/A,0,50000000,N/A,N/A,N/A,N/A,3113,False,False,,,,,
3648,/coins/chash/overview,/media/20231/chash.png,CHASH,CHASH,CleverHash,CleverHash (CHASH),N/A,N/A,0,0,N/A,N/A,N/A,N/A,28,False,True,,,,,
52008,/coins/chat/overview,/media/34478301/logo_132_132_chat.png,CHAT,CHAT,OpenChat,OpenChat (CHAT),Scrypt,PoW/PoS,0,1000000000,7605,0x442bc47357919446eabc18c7211e57a13d983469,N/A,N/A,1123,False,True,1000000000.0,0.0,0,0.0,64.0
888499,/coins/chbr/overview,/media/33187861/chbr.png,CHBR,CHBR,CryptoHub,CryptoHub (CHBR),N/A,N/A,0,100000000,7605,N/A,N/A,N/A,2731,False,False,,,,,
56249,/coins/chc/overview,/media/33842945/chc.jpg,CHC,CHC,ChainCoin,ChainCoin (CHC),N/A,N/A,0,23000000,N/A,N/A,N/A,N/A,1139,False,True,15602306.0,0.0,0,0.0,90.0
924690,/coins/che/overview,/media/34477904/che.png,CHE,CHE,Cache,Cache (CHE),N/A,N/A,0,1000000000,5285,N/A,N/A,N/A,3120,False,False,,,,,
22407,/coins/chess/overview,/media/351094/chess.jpg,CHESS,CHESS,ChessCoin,ChessCoin (CHESS),Scrypt,PoW/PoS,0,74666667,N/A,N/A,N/A,N/A,665,False,True,0.0,1662134.0,0,0.0,64.0
817013,/coins/chfstar/overview,/media/30001749/chf.jpg,CHF*,CHF*,MobileBridge Momentum,MobileBridge Momentum (CHF*),N/A,N/A,0,1000000000,7605,0xae7ba2fdf6217b94c4cf2641d1ede1b5512706a9,N/A,N/A,2479,False,False,1000000000.0,0.0,0,0.0,0.0
862873,/coins/chfn/overview,/media/30002224/noku.jpg,CHFN,CHFN,NOKU CHF,NOKU CHF (CHFN),N/A,N/A,0,N/A,7605,N/A,N/A,N/A,2631,False,False,,,,,
929096,/coins/chft/overview,/media/35520959/chft.png,CHFT,CHFT,CustomCoin,CustomCoin (CHFT),N/A,N/A,0,100000000,7605,N/A,N/A,N/A,3989,False,False,,,,,
816745,/coins/chi/overview,/media/34478236/chi.png,CHI,CHI,XAYA,XAYA (CHI),N/A,PoW,0,370370370.3703704,N/A,N/A,N/A,N/A,2478,False,True,,,,,
37214,/coins/chief/overview,/media/1381988/chief.png,CHIEF,CHIEF,TheChiefCoin,TheChiefCoin (CHIEF),Scrypt,PoW/PoS,0,2500000000,N/A,N/A,N/A,N/A,989,False,True,,,,,
5377,/coins/child/overview,/media/20233/child.png,CHILD,CHILD,ChildCoin,ChildCoin (CHILD),X11,PoW,0,2000000,N/A,N/A,N/A,N/A,345,False,True,,,,,
8696,/coins/chip/overview,/media/20685/chip.png,CHIP,CHIP,Chip,Chip (CHIP),X11,PoW,0,0,N/A,N/A,N/A,N/A,452,False,True,,,,,
517603,/coins/chips/overview,/media/16746673/chips.png,CHIPS,CHIPS*,CHIPS,CHIPS (CHIPS),SHA256,PoW,0,21000000,N/A,N/A,N/A,N/A,1977,False,False,0.0,0.0,0,0.0,10.0
927320,/coins/chk/overview,/media/35284379/one.png,CHK,CHK,Chek,Chek (CHK),N/A,N/A,0,400000000,7605,N/A,N/A,N/A,3652,False,False,,,,,
31002,/coins/choof/overview,/media/351876/choof.png,CHOOF,CHOOF,ChoofCoin,ChoofCoin (CHOOF),Scrypt,PoW/PoS,0,40000000,N/A,N/A,N/A,N/A,877,False,True,,,,,
819737,/coins/chp/overview,/media/30001762/chp.jpg,CHP,CHP,CoinPoker Token,CoinPoker Token (CHP),N/A,N/A,0,354786434.7025,7605,0xf3db7560e820834658b590c96234c333cd3d5e5e,N/A,N/A,2484,False,True,354786434.702575,0.0,0,0.0,0.0
752993,/coins/chsb/overview,/media/27010612/chsb_logo.png,CHSB,CHSB,SwissBorg,SwissBorg (CHSB),N/A,N/A,0,1000000000,7605,0xba9d4199fab4f26efe3551d490e3821486f135ba,N/A,N/A,2219,False,True,1000000000.0,0.0,0,0.0,0.0
860166,/coins/cht/overview,/media/30002203/cht.png,CHT,CHT,Countinghouse Fund,Countinghouse Fund (CHT),N/A,N/A,0,50000000,7605,N/A,N/A,N/A,2614,False,True,,,,,
926379,/coins/chw/overview,/media/34836005/chw.png,CHW,CHW,Chrysalis Coin,Chrysalis Coin (CHW),N/A,N/A,0,25000000,7605,N/A,N/A,N/A,3471,False,False,,,,,
877236,/coins/chx/overview,/media/32655866/chx.jpg,CHX,CHX,Chainium,Chainium (CHX),N/A,N/A,0,168956522,7605,0x1460a58096d80a50a2f1f956dda497611fa4f165,N/A,N/A,2687,False,True,168956522.093084,0.0,0,0.0,0.0
925597,/coins/cic/overview,/media/34478411/cic.png,CIC,CIC,CIChain,CIChain (CIC),N/A,N/A,0,N/A,7605,0xAD640689e6950b7453729A4686edB3FdfD754616,N/A,N/A,3346,False,True,3000000000.0,0.0,0,0.0,0.0
792268,/coins/cif/overview,/media/27010958/cif.png,CIF,CIF,Crypto Improvement Fund,Crypto Improvement Fund (CIF),X11,PoW,0,500000000,N/A,N/A,N/A,N/A,2401,False,False,211196263.571875,0.0,0,0.0,120.0
4413,/coins/cin/overview,/media/20698/cinder.png,CIN,CIN,CinderCoin,CinderCoin (CIN),Multiple,PoW/PoS,0,114000000,N/A,N/A,N/A,N/A,82,False,True,0.0,-1.0,0,0.0,0.0
4414,/coins/cinni/overview,/media/19651/cinni.jpeg,CINNI,CINNI,CINNICOIN,CINNICOIN (CINNI),Scrypt,PoW,0,15000000,N/A,N/A,N/A,N/A,83,False,True,,,,,
927437,/coins/cinx/overview,/media/35284445/cinx.png,CINX,CINX,CINDX,CINDX (CINX),N/A,N/A,0,26265000,7605,0x211B1fe2227b53c1013b6fCC2Caa4B8B68d75680,N/A,N/A,3694,False,False,26265000.0,0.0,0,0.0,0.0
43598,/coins/cir/overview,/media/1382506/cir.png,CIR,CIR,CircuitCoin,CircuitCoin (CIR),SHA256D,PoW/PoS,0,3125000000,N/A,N/A,N/A,N/A,1074,False,True,,,,,
7484,/coins/circ/overview,/media/20603/circ.png,CIRC,CIRC,CryptoCircuits,CryptoCircuits (CIRC),vDPOS,PoS,0,0,N/A,N/A,N/A,N/A,421,False,True,0.0,-1.0,0,0.0,0.0
328667,/coins/cix/overview,/media/12318222/cnxasterisco.png,CIX,CIX,Cryptonetix,Cryptonetix (CIX),N/A,N/A,0,100000000,7605,0x1175a66a5c3343bbf06aa818bb482ddec30858e0,N/A,N/A,1653,False,True,100000000.0,0.0,0,0.0,0.0
926444,/coins/cix100/overview,/media/34836044/cryptoindex.png,CIX100,CIX100,Cryptoindex,Cryptoindex (CIX100),N/A,N/A,0,300000000,7605,N/A,N/A,N/A,3485,False,False,,,,,
23734,/coins/cj/overview,/media/351234/cj.png,CJ,CJ,CryptoJacks,CryptoJacks (CJ),X13,PoW/PoS,0,500000000,N/A,N/A,N/A,N/A,681,False,True,,,,,
58125,/coins/cjc/overview,/media/1382887/cjc.png,CJC,CJC,CryptoJournal,CryptoJournal (CJC),PoS,PoS,0,100000000,N/A,N/A,N/A,N/A,1153,False,True,,,,,
928245,/coins/cjr/overview,/media/35309264/cjr.png,CJR,CJR,Conjure,Conjure (CJR),N/A,N/A,0,100000000,27368,N/A,N/A,N/A,3830,False,False,,,,,
382617,/coins/cjt/overview,/media/14913575/cjt.png,CJT,CJT,ConnectJob Token,ConnectJob Token (CJT),N/A,PoS,0,300000000,7605,0x3abdff32f76b42e7635bdb7e425f0231a5f3ab17,N/A,N/A,1839,False,True,166298156.76555,0.0,0,0.0,0.0
22207,/coins/ckc/overview,/media/351068/ckc.png,CKC,CKC,Clockcoin,Clockcoin (CKC),SHA256,PoW/PoS,0,525000000,N/A,N/A,N/A,N/A,643,False,True,16662820.0,274282.0,1013480586,10.0,1430375535.0
659393,/coins/cl/overview,/media/20780740/cl.png,CL,CL,CoinLancer,CoinLancer (CL),N/A,N/A,0,300000000,7605,0xe81d72d14b1516e68ac3190a46c93302cc8ed60f,N/A,N/A,2053,False,True,300000000.0,0.0,0,0.0,0.0
4416,/coins/clam/overview,/media/20020/clam.png,CLAM,CLAM,CLAMS,CLAMS (CLAM),N/A,PoW,0,N/A,N/A,N/A,N/A,N/A,85,False,True,-1e-08,2444375.0,45135246156573,0.0,16.0
370606,/coins/cld/overview,/media/14913452/cld.png,CLD,CLD,Cloud,Cloud (CLD),N/A,N/A,0,60000000,7605,0xc3951d77737733174152532e8b0f27e2c4e9f0dc,N/A,N/A,1789,False,True,60000000.0,0.0,0,0.0,13.0
42680,/coins/click/overview,/media/1382399/click.png,CLICK,CLICK,Clickcoin,Clickcoin (CLICK),PoS,PoS,0,N/A,N/A,N/A,N/A,N/A,1058,False,True,,,,,
785910,/coins/clin/overview,/media/27010911/clin.png,CLIN,CLIN,Clinicoin,Clinicoin (CLIN),N/A,N/A,0,3000000000,7605,N/A,N/A,N/A,2372,False,True,,,,,
22191,/coins/clint/overview,/media/351067/clint.png,CLINT,CLINT,Clinton,Clinton (CLINT),SHA256,PoW,0,2421227,N/A,N/A,N/A,N/A,642,False,True,0.0,0.0,0,0.0,60.0
789504,/coins/cln/overview,/media/27010933/cln.png,CLN,CLN,Colu Local Network,Colu Local Network (CLN),N/A,N/A,0,1540701333.592592592592614116,7605,0x4162178b78d6985480a308b2190ee5517460406d,N/A,N/A,2386,False,True,615499589.212415,0.0,0,0.0,0.0
811474,/coins/clo/overview,/media/30001680/clo.png,CLO,CLO,Callisto Network,Callisto Network (CLO),Ethash,PoW,0,6500000000,N/A,N/A,N/A,N/A,2451,False,True,247612453.0,0.0,0,0.0,0.0
4417,/coins/cloak/overview,/media/19994/cloak.png,CLOAK,CLOAK,CloakCoin,CloakCoin (CLOAK),X13,PoW/PoS,0,N/A,N/A,N/A,N/A,N/A,86,False,True,5258156.69409183,0.0,0,0.0,0.0
340816,/coins/clout/overview,/media/12318329/clout.png,CLOUT,CLOUT,Clout,Clout (CLOUT),N/A,N/A,0,100000000,7605,0x5ba49fcf7c9dce67d6a9fc92cc51c8e77cba5b7a,N/A,N/A,1701,False,True,37578289.2756554,0.0,0,0.0,0.0
925463,/coins/clpx/overview,/media/34478326/xclp.png,CLPX,CLPX,Chynge.net,Chynge.net (CLPX),N/A,N/A,0,3200000000,4614,N/A,N/A,N/A,3316,False,False,,,,,
4418,/coins/clr/overview,/media/19657/clr.png,CLR,CLR,CopperLark,CopperLark (CLR),SHA256,PoW,0,27200000,N/A,N/A,N/A,N/A,87,False,True,,,,,
926646,/coins/clrty/overview,/media/35264162/clrty.png,CLRTY,CLRTY,Clarity,Clarity (CLRTY),N/A,N/A,0,240000000,7605,N/A,N/A,N/A,3537,False,False,,,,,
15869,/coins/club/overview,/media/350609/club.png,CLUB,CLUB, ClubCoin, ClubCoin (CLUB),Scrypt,PoW/PoS,0,N/A,N/A,N/A,N/A,N/A,482,False,True,102363709.508799,0.0,0,0.0,0.0
21359,/coins/clud/overview,/media/351027/clud.png,CLUD,CLUD,CludCoin,CludCoin (CLUD),Scrypt,PoW,0,100200000,N/A,N/A,N/A,N/A,608,False,True,,,,,
13074,/coins/clv/overview,/media/20727/clv.png,CLV,CLV,CleverCoin,CleverCoin (CLV),N/A,PoS/PoW,0,0,N/A,N/A,N/A,N/A,474,False,True,,,,,
